symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2018-01-19 05:00:00+00:00,178.61,179.58,177.41,178.46,37426475.0,160471.0,178.462176
AAPL,2018-01-22 05:00:00+00:00,177.3,177.78,176.6016,177.0,30098062.0,163852.0,177.115526
AAPL,2018-01-23 05:00:00+00:00,177.3,179.44,176.82,177.04,34800309.0,211200.0,177.909195
AAPL,2018-01-24 05:00:00+00:00,177.25,177.3,173.2,174.22,54152804.0,326256.0,174.807996
AAPL,2018-01-25 05:00:00+00:00,174.505,174.95,170.53,171.11,43538760.0,293744.0,172.222738
AAPL,2018-01-26 05:00:00+00:00,172.0,172.0,170.06,171.51,42380359.0,243328.0,171.124486
AAPL,2018-01-29 05:00:00+00:00,170.16,170.16,167.07,167.96,53291740.0,336857.0,168.36265
AAPL,2018-01-30 05:00:00+00:00,165.525,167.37,164.7,166.97,48396382.0,336720.0,166.301529
AAPL,2018-01-31 05:00:00+00:00,166.87,168.4417,166.5,167.43,35610153.0,225340.0,167.329618
AAPL,2018-02-01 05:00:00+00:00,167.19,168.62,166.76,167.78,49981968.0,309297.0,167.961731
AAPL,2018-02-02 05:00:00+00:00,166.0,166.8,160.1,160.37,90814330.0,602845.0,162.880708
AAPL,2018-02-05 05:00:00+00:00,159.1,163.88,156.0,156.49,76610861.0,528528.0,160.276755
AAPL,2018-02-06 05:00:00+00:00,154.83,163.72,154.0,163.03,72702350.0,507004.0,159.691186
AAPL,2018-02-07 05:00:00+00:00,163.085,163.4,159.0685,159.54,54826562.0,341996.0,161.095879
AAPL,2018-02-08 05:00:00+00:00,160.29,161.0,155.03,155.15,58490744.0,366255.0,158.761456
AAPL,2018-02-09 05:00:00+00:00,157.07,157.89,150.24,156.41,74932189.0,441813.0,155.020617
AAPL,2018-02-12 05:00:00+00:00,158.5,163.89,157.51,162.71,65972969.0,362867.0,161.635021
AAPL,2018-02-13 05:00:00+00:00,161.95,164.75,161.65,164.34,33807277.0,219162.0,163.400051
AAPL,2018-02-14 05:00:00+00:00,163.045,167.54,162.88,167.37,42667042.0,270800.0,165.666605
AAPL,2018-02-15 05:00:00+00:00,169.79,173.09,169.0,172.99,53571658.0,332583.0,171.536237
AAPL,2018-02-16 05:00:00+00:00,172.36,174.82,171.77,172.43,43397936.0,255557.0,173.370737
AAPL,2018-02-20 05:00:00+00:00,172.05,174.26,171.42,171.85,35970064.0,232824.0,172.845578
AAPL,2018-02-21 05:00:00+00:00,172.83,174.12,171.01,171.07,39711991.0,246561.0,172.781373
AAPL,2018-02-22 05:00:00+00:00,171.8,173.95,171.71,172.6,32422893.0,213690.0,172.914455
AAPL,2018-02-23 05:00:00+00:00,173.78,175.65,173.54,175.555,35933984.0,215081.0,174.721946
AAPL,2018-02-26 05:00:00+00:00,176.35,179.39,176.21,178.97,40421646.0,248927.0,178.394026
AAPL,2018-02-27 05:00:00+00:00,179.1,180.48,178.16,178.39,40894173.0,259222.0,179.247181
AAPL,2018-02-28 05:00:00+00:00,179.26,180.615,178.05,178.12,41392251.0,195754.0,179.114653
AAPL,2018-03-01 05:00:00+00:00,178.54,179.775,172.66,175.0,50891879.0,345195.0,176.068678
AAPL,2018-03-02 05:00:00+00:00,172.8,176.3,172.45,176.21,40994637.0,249018.0,174.82136
AAPL,2018-03-05 05:00:00+00:00,175.21,177.74,174.52,176.82,30483938.0,183247.0,176.555379
AAPL,2018-03-06 05:00:00+00:00,177.91,178.25,176.13,176.67,25315607.0,167012.0,177.017751
AAPL,2018-03-07 05:00:00+00:00,174.94,175.85,174.27,175.03,33825266.0,206269.0,175.080583
AAPL,2018-03-08 05:00:00+00:00,175.48,177.12,175.07,176.94,25139322.0,156527.0,176.231279
AAPL,2018-03-09 05:00:00+00:00,177.96,180.0,177.39,179.98,34673728.0,204026.0,179.216781
AAPL,2018-03-12 04:00:00+00:00,180.29,182.39,180.21,181.72,33875300.0,195344.0,181.644397
AAPL,2018-03-13 04:00:00+00:00,182.59,183.5,179.24,179.97,33368128.0,216672.0,181.510692
AAPL,2018-03-14 04:00:00+00:00,180.32,180.52,177.81,178.44,30896005.0,211950.0,178.786655
AAPL,2018-03-15 04:00:00+00:00,178.5,180.24,178.0701,178.65,24314975.0,151403.0,179.044498
AAPL,2018-03-16 04:00:00+00:00,178.65,179.12,177.62,178.02,52921622.0,142641.0,178.296218
AAPL,2018-03-19 04:00:00+00:00,177.32,177.47,173.66,175.3,35980522.0,245571.0,175.288364
AAPL,2018-03-20 04:00:00+00:00,175.24,176.8,174.94,175.24,21409960.0,135306.0,175.693586
AAPL,2018-03-21 04:00:00+00:00,175.04,175.09,171.26,171.27,39225562.0,238352.0,173.010487
AAPL,2018-03-22 04:00:00+00:00,170.0,172.68,168.6,168.845,44033672.0,289765.0,170.131681
AAPL,2018-03-23 04:00:00+00:00,168.39,169.92,164.94,164.94,44370327.0,284009.0,167.401921
AAPL,2018-03-26 04:00:00+00:00,168.06,173.1,166.44,172.77,41747175.0,232077.0,170.270658
AAPL,2018-03-27 04:00:00+00:00,173.68,175.15,166.92,168.34,43609999.0,276950.0,171.251075
AAPL,2018-03-28 04:00:00+00:00,167.25,170.02,165.19,166.48,45657820.0,305622.0,167.205468
AAPL,2018-03-29 04:00:00+00:00,167.805,171.75,166.9,167.78,44621986.0,219099.0,168.973377
AAPL,2018-04-02 04:00:00+00:00,167.88,168.94,164.47,166.68,40765394.0,291908.0,166.394118
AAPL,2018-04-03 04:00:00+00:00,167.64,168.7455,164.88,168.39,32559632.0,208591.0,167.030748
AAPL,2018-04-04 04:00:00+00:00,164.88,172.01,164.77,171.61,36912671.0,240831.0,169.323484
AAPL,2018-04-05 04:00:00+00:00,172.58,174.2304,172.08,172.8,28857387.0,189687.0,173.19208
AAPL,2018-04-06 04:00:00+00:00,170.97,172.48,168.2,168.38,38079730.0,251678.0,169.72935
AAPL,2018-04-09 04:00:00+00:00,169.88,173.09,169.845,170.05,31118994.0,199536.0,171.385134
AAPL,2018-04-10 04:00:00+00:00,173.0,174.0,171.53,173.25,30688964.0,202125.0,173.042991
AAPL,2018-04-11 04:00:00+00:00,172.23,173.9232,171.7,172.44,23837218.0,157148.0,172.717455
AAPL,2018-04-12 04:00:00+00:00,173.41,175.0,173.04,174.14,24232724.0,151619.0,174.346311
AAPL,2018-04-13 04:00:00+00:00,174.78,175.84,173.85,174.64,26537513.0,156621.0,174.855933
AAPL,2018-04-16 04:00:00+00:00,175.0301,176.19,174.8301,175.82,22948616.0,155498.0,175.639913
AAPL,2018-04-17 04:00:00+00:00,176.49,178.9365,176.41,178.24,28557263.0,168079.0,177.879869
AAPL,2018-04-18 04:00:00+00:00,177.81,178.82,176.88,177.84,22309802.0,136339.0,177.940593
AAPL,2018-04-19 04:00:00+00:00,174.96,175.39,172.66,172.8,36942556.0,230449.0,173.610569
AAPL,2018-04-20 04:00:00+00:00,170.595,171.2184,165.43,165.72,71425054.0,401873.0,167.104915
AAPL,2018-04-23 04:00:00+00:00,166.8348,166.92,164.09,165.24,39036223.0,238211.0,165.579318
AAPL,2018-04-24 04:00:00+00:00,165.67,166.33,161.2201,162.94,35637239.0,258899.0,163.609035
AAPL,2018-04-25 04:00:00+00:00,162.62,165.42,162.41,163.65,30197545.0,204093.0,164.170189
AAPL,2018-04-26 04:00:00+00:00,164.12,165.73,163.37,164.22,30274328.0,195097.0,164.405948
AAPL,2018-04-27 04:00:00+00:00,164.0,164.33,160.63,162.32,37350941.0,252967.0,162.314095
AAPL,2018-04-30 04:00:00+00:00,162.1302,167.26,161.84,165.26,46018020.0,264807.0,165.47264
AAPL,2018-05-01 04:00:00+00:00,166.4102,169.2,165.27,169.1,54143290.0,350391.0,169.035368
AAPL,2018-05-02 04:00:00+00:00,175.25,176.64,175.25,176.57,3169885.0,3.0,176.191151
AAPL,2018-05-03 04:00:00+00:00,175.68,176.89,175.68,176.89,2080515.0,167.0,176.544226
AAPL,2018-05-04 04:00:00+00:00,178.25,184.25,178.17,183.83,58247636.0,370460.0,182.54687
AAPL,2018-05-07 04:00:00+00:00,185.18,187.67,184.75,185.16,44565834.0,267443.0,186.169654
AAPL,2018-05-08 04:00:00+00:00,184.99,186.22,183.665,186.05,30612980.0,180010.0,185.32605
AAPL,2018-05-09 04:00:00+00:00,186.55,187.4,185.22,187.36,24759757.0,161099.0,186.496271
AAPL,2018-05-10 04:00:00+00:00,187.74,190.37,187.65,190.04,29272943.0,185515.0,189.368793
AAPL,2018-05-11 04:00:00+00:00,189.49,190.06,187.45,188.59,28914455.0,157548.0,188.76083
AAPL,2018-05-14 04:00:00+00:00,189.01,189.53,187.86,188.15,22897832.0,127760.0,188.600478
AAPL,2018-05-15 04:00:00+00:00,186.78,187.07,185.1,186.44,25754268.0,171234.0,186.165007
AAPL,2018-05-16 04:00:00+00:00,186.07,188.46,186.0,188.18,20627960.0,126073.0,187.680688
AAPL,2018-05-17 04:00:00+00:00,188.0,188.91,186.36,186.99,18614121.0,116032.0,187.568885
AAPL,2018-05-18 04:00:00+00:00,187.19,187.8102,186.13,186.31,20490954.0,116513.0,186.902951
AAPL,2018-05-21 04:00:00+00:00,188.0,189.27,186.9106,187.63,19825231.0,129164.0,188.05333
AAPL,2018-05-22 04:00:00+00:00,188.375,188.88,186.78,187.28,16728138.0,104403.0,187.538912
AAPL,2018-05-23 04:00:00+00:00,186.35,188.5,185.76,188.36,22391972.0,137625.0,187.270379
AAPL,2018-05-24 04:00:00+00:00,188.77,188.84,186.21,188.15,24824683.0,132056.0,187.901435
AAPL,2018-05-25 04:00:00+00:00,188.23,189.65,187.65,188.58,18996469.0,122814.0,188.851843
AAPL,2018-05-29 04:00:00+00:00,187.6,188.75,186.87,187.9,24921786.0,161045.0,187.707923
AAPL,2018-05-30 04:00:00+00:00,187.72,188.0,186.78,187.5,19891104.0,132236.0,187.321826
AAPL,2018-05-31 04:00:00+00:00,187.22,188.23,186.14,186.87,33029623.0,151560.0,187.088034
AAPL,2018-06-01 04:00:00+00:00,187.9912,190.26,187.75,190.24,25108947.0,160656.0,189.547247
AAPL,2018-06-04 04:00:00+00:00,191.635,193.42,191.35,191.83,27751824.0,181279.0,192.208967
AAPL,2018-06-05 04:00:00+00:00,193.065,193.94,192.36,193.31,23206320.0,149332.0,193.215675
AAPL,2018-06-06 04:00:00+00:00,193.63,194.08,191.92,193.98,23650086.0,132991.0,193.357266
AAPL,2018-06-07 04:00:00+00:00,194.14,194.2,192.335,193.46,23361708.0,142646.0,193.342087
AAPL,2018-06-08 04:00:00+00:00,191.17,192.0,189.77,191.7,29947770.0,176087.0,191.034156
AAPL,2018-06-11 04:00:00+00:00,191.35,191.97,190.21,191.23,19704811.0,132600.0,191.209716
AAPL,2018-06-12 04:00:00+00:00,191.385,192.611,191.15,192.28,18677145.0,118186.0,191.839142
AAPL,2018-06-13 04:00:00+00:00,192.42,192.88,190.44,190.7,24490693.0,138319.0,191.484117
AAPL,2018-06-14 04:00:00+00:00,191.55,191.57,190.22,190.8,24108461.0,143600.0,190.899937
AAPL,2018-06-15 04:00:00+00:00,190.03,190.16,188.26,188.84,89584172.0,210431.0,189.085547
AAPL,2018-06-18 04:00:00+00:00,187.88,189.22,187.2,188.74,20915724.0,134392.0,188.624052
AAPL,2018-06-19 04:00:00+00:00,185.14,186.33,183.45,185.69,36847312.0,232341.0,185.319465
AAPL,2018-06-20 04:00:00+00:00,186.35,187.2,185.73,186.5,22713284.0,145669.0,186.519198
AAPL,2018-06-21 04:00:00+00:00,187.25,188.35,184.94,185.46,27373363.0,157834.0,186.003082
AAPL,2018-06-22 04:00:00+00:00,186.12,186.15,184.7,184.92,33889853.0,124420.0,185.180535
AAPL,2018-06-25 04:00:00+00:00,183.4,184.92,180.73,182.17,33901357.0,241964.0,182.356842
AAPL,2018-06-26 04:00:00+00:00,182.99,186.53,182.54,184.43,27229704.0,169650.0,184.698774
AAPL,2018-06-27 04:00:00+00:00,185.2278,187.28,184.03,184.16,27186771.0,179717.0,185.400595
AAPL,2018-06-28 04:00:00+00:00,184.1,186.21,183.8,185.5,18775882.0,145463.0,185.161516
AAPL,2018-06-29 04:00:00+00:00,186.29,187.19,182.91,185.11,25907115.0,141160.0,185.791614
AAPL,2018-07-02 04:00:00+00:00,183.82,187.3,183.42,187.18,19313490.0,137102.0,186.281012
AAPL,2018-07-03 04:00:00+00:00,187.79,187.95,183.54,183.92,15396984.0,100906.0,185.710388
AAPL,2018-07-05 04:00:00+00:00,185.26,186.41,184.28,185.4,17964622.0,131304.0,185.47656
AAPL,2018-07-06 04:00:00+00:00,185.42,188.434,185.2,187.97,19100256.0,137727.0,187.389908
AAPL,2018-07-09 04:00:00+00:00,189.5,190.68,189.3,190.58,21433401.0,141807.0,190.23663
AAPL,2018-07-10 04:00:00+00:00,190.71,191.28,190.1801,190.35,17356545.0,120127.0,190.632381
AAPL,2018-07-11 04:00:00+00:00,188.5,189.7799,187.61,187.88,21159181.0,136557.0,188.306324
AAPL,2018-07-12 04:00:00+00:00,189.53,191.41,189.31,191.11,19959792.0,132655.0,190.692442
AAPL,2018-07-13 04:00:00+00:00,191.08,191.84,190.9,191.33,13666230.0,93692.0,191.420019
AAPL,2018-07-16 04:00:00+00:00,191.52,192.65,190.415,190.91,16570044.0,103713.0,191.232979
AAPL,2018-07-17 04:00:00+00:00,189.75,191.87,189.2,191.45,17265792.0,119534.0,190.955129
AAPL,2018-07-18 04:00:00+00:00,191.78,191.8,189.93,190.4,17852186.0,112846.0,190.411627
AAPL,2018-07-19 04:00:00+00:00,189.69,192.55,189.69,191.88,22933058.0,137849.0,191.801006
AAPL,2018-07-20 04:00:00+00:00,191.78,192.43,190.17,191.44,25118565.0,119780.0,191.557061
AAPL,2018-07-23 04:00:00+00:00,190.68,191.96,189.56,191.61,18037655.0,114791.0,190.9897
AAPL,2018-07-24 04:00:00+00:00,192.45,193.6601,192.05,193.0,20930501.0,145011.0,192.850223
AAPL,2018-07-25 04:00:00+00:00,193.0602,194.85,192.43,194.82,18480264.0,137901.0,193.83512
AAPL,2018-07-26 04:00:00+00:00,194.61,195.96,193.61,194.21,21153338.0,151388.0,194.672632
AAPL,2018-07-27 04:00:00+00:00,194.99,195.19,190.1,190.98,25620338.0,194868.0,192.160654
AAPL,2018-07-30 04:00:00+00:00,191.9,192.2,189.07,189.91,22454580.0,171104.0,190.027218
AAPL,2018-07-31 04:00:00+00:00,190.3,192.14,189.34,190.29,42260722.0,293161.0,191.622609
AAPL,2018-08-01 04:00:00+00:00,199.13,201.76,197.31,201.5,71818812.0,459446.0,199.969613
AAPL,2018-08-02 04:00:00+00:00,200.58,208.38,200.35,207.39,64908315.0,448707.0,205.861194
AAPL,2018-08-03 04:00:00+00:00,207.03,208.74,205.4803,207.99,35395044.0,247463.0,207.358913
AAPL,2018-08-06 04:00:00+00:00,208.0,209.25,207.07,209.07,27608130.0,171203.0,208.531807
AAPL,2018-08-07 04:00:00+00:00,209.32,209.5,206.76,207.11,26817954.0,198997.0,207.598862
AAPL,2018-08-08 04:00:00+00:00,206.05,207.81,204.52,207.25,24365736.0,166920.0,206.820397
AAPL,2018-08-09 04:00:00+00:00,207.28,209.78,207.2,208.88,24937614.0,162254.0,209.056953
AAPL,2018-08-10 04:00:00+00:00,207.36,209.1,206.67,207.53,26152785.0,182662.0,207.86976
AAPL,2018-08-13 04:00:00+00:00,207.7,210.952,207.7,208.87,27271043.0,213858.0,209.530662
AAPL,2018-08-14 04:00:00+00:00,210.155,210.56,208.26,209.75,21955263.0,152905.0,209.512327
AAPL,2018-08-15 04:00:00+00:00,209.22,210.74,208.33,210.24,30551385.0,243020.0,209.45505
AAPL,2018-08-16 04:00:00+00:00,211.75,213.8121,211.47,213.32,30696474.0,197183.0,213.021654
AAPL,2018-08-17 04:00:00+00:00,213.44,217.95,213.16,217.58,36803198.0,260449.0,216.032348
AAPL,2018-08-20 04:00:00+00:00,218.1,219.18,215.11,215.46,31658230.0,216772.0,216.451583
AAPL,2018-08-21 04:00:00+00:00,216.8,217.19,214.025,215.04,27630934.0,198231.0,215.60274
AAPL,2018-08-22 04:00:00+00:00,214.1,216.36,213.84,215.05,20564160.0,141369.0,215.166091
AAPL,2018-08-23 04:00:00+00:00,214.65,217.05,214.6,215.49,20501312.0,143270.0,215.912489
AAPL,2018-08-24 04:00:00+00:00,216.6,216.9,215.11,216.16,20008199.0,135654.0,216.090746
AAPL,2018-08-27 04:00:00+00:00,217.15,218.74,216.33,217.94,22285843.0,168321.0,217.794379
AAPL,2018-08-28 04:00:00+00:00,219.01,220.54,218.92,219.7,24003907.0,178901.0,219.690926
AAPL,2018-08-29 04:00:00+00:00,220.15,223.49,219.41,222.98,29066243.0,216650.0,221.888881
AAPL,2018-08-30 04:00:00+00:00,223.25,228.26,222.4,225.03,50455281.0,364674.0,225.229492
AAPL,2018-08-31 04:00:00+00:00,226.51,228.87,226.0,227.63,49188175.0,289370.0,227.671232
AAPL,2018-09-04 04:00:00+00:00,228.41,229.18,226.63,228.36,29353338.0,221425.0,228.130392
AAPL,2018-09-05 04:00:00+00:00,228.99,229.67,225.1,226.87,35590358.0,265325.0,227.215259
AAPL,2018-09-06 04:00:00+00:00,226.23,227.35,221.3,223.1,36116981.0,281784.0,223.583189
AAPL,2018-09-07 04:00:00+00:00,221.85,225.37,220.71,221.3,39505334.0,301967.0,223.085879
AAPL,2018-09-10 04:00:00+00:00,220.95,221.85,216.47,218.33,43090159.0,349537.0,218.298294
AAPL,2018-09-11 04:00:00+00:00,218.01,224.299,216.56,223.85,37728103.0,308569.0,222.001557
AAPL,2018-09-12 04:00:00+00:00,224.94,225.0,219.84,221.07,51541605.0,422493.0,221.740292
AAPL,2018-09-13 04:00:00+00:00,223.52,228.35,222.57,226.41,43985438.0,323344.0,225.920421
AAPL,2018-09-14 04:00:00+00:00,225.75,226.84,222.522,223.84,34325020.0,244486.0,224.334402
AAPL,2018-09-17 04:00:00+00:00,222.15,222.95,217.27,217.88,39821168.0,315709.0,219.537856
AAPL,2018-09-18 04:00:00+00:00,217.79,221.85,217.12,218.24,33831284.0,263818.0,219.373467
AAPL,2018-09-19 04:00:00+00:00,218.5,219.62,215.3,218.37,29090719.0,234519.0,217.500083
AAPL,2018-09-20 04:00:00+00:00,220.24,222.28,219.15,220.03,29623298.0,218369.0,220.698482
AAPL,2018-09-21 04:00:00+00:00,220.78,221.36,217.29,217.66,137408823.0,281026.0,218.329529
AAPL,2018-09-24 04:00:00+00:00,216.8,221.26,216.63,220.79,30679621.0,198161.0,219.563968
AAPL,2018-09-25 04:00:00+00:00,219.75,222.82,219.7,222.19,27805512.0,173709.0,221.701795
AAPL,2018-09-26 04:00:00+00:00,221.0,223.75,219.76,220.42,26770016.0,182738.0,221.727963
AAPL,2018-09-27 04:00:00+00:00,223.85,226.44,223.54,224.95,33177681.0,224621.0,225.121017
AAPL,2018-09-28 04:00:00+00:00,224.79,225.84,224.02,225.74,25423074.0,178220.0,225.240656
AAPL,2018-10-01 04:00:00+00:00,227.95,229.42,226.35,227.26,24974186.0,191836.0,227.963098
AAPL,2018-10-02 04:00:00+00:00,227.25,230.0,226.63,229.28,26475439.0,206806.0,229.047187
AAPL,2018-10-03 04:00:00+00:00,230.05,233.47,229.78,232.07,30351891.0,237806.0,232.205675
AAPL,2018-10-04 04:00:00+00:00,230.78,232.35,226.73,227.99,34138275.0,284900.0,228.805195
AAPL,2018-10-05 04:00:00+00:00,227.96,228.41,220.58,224.29,35259625.0,316349.0,224.446584
AAPL,2018-10-08 04:00:00+00:00,222.21,224.8,220.2,223.77,32033744.0,260882.0,222.870827
AAPL,2018-10-09 04:00:00+00:00,223.64,227.27,222.2462,226.87,28254546.0,247145.0,225.652029
AAPL,2018-10-10 04:00:00+00:00,225.46,226.35,216.05,216.36,45843231.0,406133.0,220.61297
AAPL,2018-10-11 04:00:00+00:00,214.52,219.5,212.32,214.45,56242757.0,545023.0,215.709516
AAPL,2018-10-12 04:00:00+00:00,220.42,222.88,216.84,222.11,42731175.0,343165.0,220.588128
AAPL,2018-10-15 04:00:00+00:00,221.16,221.83,217.27,217.36,32947473.0,257523.0,218.632004
AAPL,2018-10-16 04:00:00+00:00,218.93,222.99,216.7627,222.15,31373744.0,267903.0,220.180519
AAPL,2018-10-17 04:00:00+00:00,222.3,222.64,219.34,221.19,25127624.0,227315.0,221.063026
AAPL,2018-10-18 04:00:00+00:00,217.86,219.74,213.0,216.02,34858030.0,311072.0,216.988164
AAPL,2018-10-19 04:00:00+00:00,218.06,221.26,217.43,219.31,36295044.0,290726.0,219.317067
AAPL,2018-10-22 04:00:00+00:00,219.79,223.36,218.94,220.65,30962557.0,263549.0,221.226498
AAPL,2018-10-23 04:00:00+00:00,215.74,223.25,214.7,222.73,40777733.0,382397.0,218.956347
AAPL,2018-10-24 04:00:00+00:00,222.6,224.23,214.54,215.09,43670861.0,388914.0,219.09487
AAPL,2018-10-25 04:00:00+00:00,217.71,221.38,216.75,219.8,32808284.0,278372.0,219.412863
AAPL,2018-10-26 04:00:00+00:00,215.9,220.19,212.67,216.3,50653080.0,438525.0,216.248112
AAPL,2018-10-29 04:00:00+00:00,219.19,219.69,206.09,212.24,48974801.0,385848.0,214.507713
AAPL,2018-10-30 04:00:00+00:00,211.15,215.18,209.27,213.3,40141517.0,351264.0,212.829097
AAPL,2018-10-31 04:00:00+00:00,216.88,220.45,216.62,218.86,42444508.0,301129.0,218.856231
AAPL,2018-11-01 04:00:00+00:00,219.05,222.36,216.81,222.22,59915448.0,505926.0,217.683523
AAPL,2018-11-02 04:00:00+00:00,209.55,213.65,205.43,207.48,95135063.0,756041.0,208.08858
AAPL,2018-11-05 05:00:00+00:00,204.26,204.39,198.17,201.59,68848036.0,569649.0,200.964339
AAPL,2018-11-06 05:00:00+00:00,201.92,204.72,201.69,203.77,34030512.0,253890.0,203.264572
AAPL,2018-11-07 05:00:00+00:00,205.97,210.06,204.13,209.95,35999494.0,259452.0,207.436096
AAPL,2018-11-08 05:00:00+00:00,210.0,210.12,206.75,208.49,27202260.0,187587.0,208.165589
AAPL,2018-11-09 05:00:00+00:00,205.55,206.01,202.25,204.47,37691811.0,237555.0,204.149835
AAPL,2018-11-12 05:00:00+00:00,199.0,199.85,193.79,194.17,53337119.0,419179.0,195.626346
AAPL,2018-11-13 05:00:00+00:00,191.63,197.18,191.4501,192.23,49012595.0,356243.0,193.704362
AAPL,2018-11-14 05:00:00+00:00,193.9,194.48,185.93,186.8,63381411.0,453446.0,188.630333
AAPL,2018-11-15 05:00:00+00:00,188.39,191.97,186.9,191.41,49604697.0,340099.0,189.950153
AAPL,2018-11-16 05:00:00+00:00,190.5,194.9695,189.46,193.53,39910358.0,269029.0,193.114238
AAPL,2018-11-19 05:00:00+00:00,190.0,190.7,184.99,185.86,44962525.0,320749.0,186.928762
AAPL,2018-11-20 05:00:00+00:00,178.37,181.47,175.51,176.98,71930233.0,534155.0,178.421076
AAPL,2018-11-21 05:00:00+00:00,179.73,180.27,176.55,176.89,33421437.0,232595.0,177.913488
AAPL,2018-11-23 05:00:00+00:00,174.94,176.595,172.1,172.29,25309966.0,162145.0,173.867239
AAPL,2018-11-26 05:00:00+00:00,174.24,174.95,170.26,174.62,47949343.0,286201.0,173.15489
AAPL,2018-11-27 05:00:00+00:00,171.51,174.77,170.88,174.24,43627965.0,265558.0,173.359531
AAPL,2018-11-28 05:00:00+00:00,176.73,181.29,174.93,180.94,48807732.0,315255.0,178.362027
AAPL,2018-11-29 05:00:00+00:00,182.66,182.8,177.7,179.55,43676298.0,268594.0,179.388243
AAPL,2018-11-30 05:00:00+00:00,180.29,180.33,177.03,178.58,45780275.0,222545.0,178.367401
AAPL,2018-12-03 05:00:00+00:00,184.46,184.94,181.21,184.82,44248098.0,277057.0,183.148038
AAPL,2018-12-04 05:00:00+00:00,180.95,182.3899,176.27,176.69,45338255.0,290088.0,178.566039
AAPL,2018-12-06 05:00:00+00:00,171.76,174.78,170.42,174.72,46389303.0,321505.0,172.616288
AAPL,2018-12-07 05:00:00+00:00,173.49,174.49,168.3,168.49,45057004.0,312673.0,170.31802
AAPL,2018-12-10 05:00:00+00:00,165.0,170.09,163.33,169.6,64605707.0,414561.0,167.025191
AAPL,2018-12-11 05:00:00+00:00,171.66,171.79,167.0,168.63,50340458.0,260247.0,168.965091
AAPL,2018-12-12 05:00:00+00:00,170.4,171.92,169.02,169.1,38355290.0,203712.0,170.200651
AAPL,2018-12-13 05:00:00+00:00,170.49,172.57,169.55,170.95,34077563.0,191693.0,170.964822
AAPL,2018-12-14 05:00:00+00:00,169.0,169.08,165.28,165.48,43995330.0,275453.0,166.590271
AAPL,2018-12-17 05:00:00+00:00,165.45,168.35,162.73,163.94,48751885.0,283932.0,165.315208
AAPL,2018-12-18 05:00:00+00:00,165.38,167.53,164.39,166.07,37136338.0,211725.0,165.909545
AAPL,2018-12-19 05:00:00+00:00,166.0,167.45,159.09,160.89,54382962.0,313387.0,163.039788
AAPL,2018-12-20 05:00:00+00:00,160.39,162.11,155.3,156.83,69433763.0,435885.0,158.320888
AAPL,2018-12-21 05:00:00+00:00,156.86,158.16,149.63,150.73,125996416.0,423185.0,152.771116
AAPL,2018-12-24 05:00:00+00:00,148.15,151.55,146.59,146.83,40147708.0,249068.0,148.637432
AAPL,2018-12-26 05:00:00+00:00,148.3,157.23,146.72,157.17,63131681.0,355011.0,151.977631
AAPL,2018-12-27 05:00:00+00:00,155.84,156.77,150.07,156.15,56728855.0,333538.0,153.528576
AAPL,2018-12-28 05:00:00+00:00,157.5,158.52,154.55,156.23,43957245.0,272740.0,156.401485
AAPL,2018-12-31 05:00:00+00:00,158.53,159.36,156.48,157.85,38333220.0,205431.0,157.696548
AAPL,2019-01-02 05:00:00+00:00,154.89,158.85,154.23,157.92,39540795.0,249132.0,155.665403
AAPL,2019-01-03 05:00:00+00:00,143.98,145.72,142.0,142.19,96933695.0,663519.0,143.531059
AAPL,2019-01-04 05:00:00+00:00,144.53,148.5499,143.8,148.26,61778347.0,375701.0,146.851272
AAPL,2019-01-07 05:00:00+00:00,148.7,148.83,145.9,147.93,57558992.0,348123.0,147.402035
AAPL,2019-01-08 05:00:00+00:00,149.56,151.82,148.52,150.75,43262815.0,272200.0,150.170519
AAPL,2019-01-09 05:00:00+00:00,151.22,154.53,149.63,153.31,47357421.0,302939.0,152.9307
AAPL,2019-01-10 05:00:00+00:00,152.5,153.97,150.86,153.8,38352943.0,202212.0,152.806588
AAPL,2019-01-11 05:00:00+00:00,152.88,153.7,151.51,152.29,29188016.0,174409.0,152.395147
AAPL,2019-01-14 05:00:00+00:00,150.85,151.27,149.22,150.0,35615230.0,201656.0,150.023109
AAPL,2019-01-15 05:00:00+00:00,150.27,153.39,150.05,153.07,30521774.0,178871.0,152.377469
AAPL,2019-01-16 05:00:00+00:00,153.08,155.88,153.0,154.94,32715874.0,193217.0,154.925875
AAPL,2019-01-17 05:00:00+00:00,154.2,157.66,153.26,155.86,31455212.0,194834.0,155.022719
AAPL,2019-01-18 05:00:00+00:00,157.5,157.88,155.9806,156.82,38936180.0,196213.0,156.973997
AAPL,2019-01-22 05:00:00+00:00,156.41,156.73,152.62,153.3,33813998.0,202669.0,154.191053
AAPL,2019-01-23 05:00:00+00:00,154.15,155.14,151.7,153.92,25086868.0,154694.0,153.47213
AAPL,2019-01-24 05:00:00+00:00,154.11,154.48,151.74,152.7,27555223.0,172121.0,152.69249
AAPL,2019-01-25 05:00:00+00:00,155.48,158.13,154.32,157.76,35456193.0,217033.0,156.880185
AAPL,2019-01-28 05:00:00+00:00,155.79,156.33,153.66,156.3,28268594.0,178641.0,155.420387
AAPL,2019-01-29 05:00:00+00:00,156.25,158.13,154.11,154.68,42940556.0,283852.0,156.726758
